Itinerario;ID;Livello;Genitore;Titolo;Sottotitolo; Testo_storia;Testo_Audio_Cicerone;Immagine;Tipo_Card;latitudine;longitudine;mappaCartella
Trasferimento;4,1,2,1;Opera;4,1,2;1_2_1Chiesa;;" Venne ricostruita nel 1492 con orientamento perpendicolare rispetto al
precedente edificio di età carolingia, cui si sovrappone in coincidenza del
transetto (un frammento di muro dipinto e un tratto di pavimentazione pertinente
a quell’edificio si trovano davanti e sotto l’altare maggiore). Il portale
cinquecentesco reca lo stemma degli Orsini e un affresco nella lunetta. L’interno
è a tre navate su colonne romane di reimpiego, con soffitto ligneo che reca al
centro lo stemma degli Orsini (XV secolo). Spicca in controfacciata un grande
dipinto del Giudizio Universale, realizzato nel 1561 da un maestro fiammingo con
la rara tecnica di olio su muro. Tra gli archi della navata centrale e parte di quelli
del presbiterio, aperto da finestre gotiche, gli affreschi appartengono alla scuola
degli Zuccari, cui si devono le grottesche sul soffitto del transetto e del coro
(1576); nella navata sinistra, altri affreschi sono dovuti a Orazio Gentileschi e
allievi (1597-99), mentre sul pilastro a sinistra del presbiterio la Madonna di Farfa
è una venerata immagine del XIII secolo, rivestita da una lamina di ottone
sbalzato.";;immagini/trasf_farfa_abbazia_chiesa.webp;Dettaglio;;;
Trasferimento;4,1,2,2;Opera;4,1,2;1_2_2Ambienti;;"Ambienti abbaziali. Per un corridoio alle spalle della chiesa si accede al
cosiddetto chiostrino longobardo, con elementi romanici, dal quale si vede di
scorcio il campanile a quattro piani di trifore. Dal chiostro grande, seicentesco,
si scende alla cripta carolingia che conserva resti di pitture murali e un
sarcofago romano del II secolo. Nei locali adiacenti al chiostro grande, la sezione
medievale del Museo civico di Fara in Sabina custodisce reperti archeologici,
oreficerie e oggetti d’arte; una scenografica installazione dello scenografo e
illustratore Emanuele Luzzati racconta la storia dell’abbazia. La biblioteca è ricca
di circa 50 000 volumi, tra cui manoscritti medievali, incunaboli e celebri corali
miniati del ’400 e del ’500.";;immagini/trasf_farfa_abbazia_ambienti.webp;Dettaglio;;;
Trasferimento;4,2;Paese;4;2.Poggio Mirteto;;"Su un colle alle falde del monte San Cosimo alto sulla valle del Tevere, il paese (m
246, ab. 6100 circa) è ricordato sin dal X secolo come possedimento dell’abbazia
di Farfa; nel XVI fu feudo dei Farnese, poi degli Orsini infine della Chiesa. La porta
Farnese (1576), voluta da Alessandro Farnese in occasione del riassetto
urbanistico della città e sormontata da una loggia settecentesca, dà accesso al
borgo medievale cinto da mura trecentesche, con un reticolo di suggestive
viuzze. Usciti dal perimetro del borgo, per via Gramsci si raggiunge la
duecentesca chiesa di S. Paolo, che conserva all’interno affreschi in grande
varietà di temi e stili: risalgono al XIII-XIV secolo quelli nella navata, al 1521 quelli
che ornano l’arco trionfale e l’abside. Coeve alla costruzione della chiesa, e di alta
qualità pittorica, sono le pitture in controfacciata, tra le quali Annunciazione e
Deposizione di scuola giottesca. Nella parte moderna dell’abitato spicca la vasta
Cattedrale (1641-1725), con alta facciata in cotto. È viva a Poggio Mirteto la
tradizione del dissacratorio Carnevalone liberato, allusivo al risorgimentale spirito
di ribellione allo Stato pontificio.";;immagini/trasf_poggio.webp;Principale;42,268278;12,687222;mappe-offline/Trasferimento
Trasferimento;INF4,2;Info / Contatto;4,2;Poggio Mirteto;;📍 Indirizzo:Piazza Mario Dottori, 19,<br>📞 Tel. +39 0765 545200<br>🕒 Orari🌐 Sito web: ;;;Info / Contatto;;;
Trasferimento;4,3;Paese;4;3:Lucus Feroniae;;"In località Capena, 20 km a nord-est di Roma sulla Tiberina si trovano gli scavi di
una delle più importanti città antiche della valle del Tevere. Alle origini del nome
– da Lucus, bosco sacro – c’è il ricordo di un santuario di origine remota, come
remoto era il culto alla dea Feronia, protettrice della fertilità e delle acque
sorgive. Centro dei capenati (popolo italico preromano), la città fu poi romana,
fiorente per gli scambi con le popolazioni latine, rifondata in età
tardorepubblicana come colonia Iulia Felix Lucus Feroniae. A fianco dell’area
sacra (VI secolo a.C.) si sviluppa quella urbana con il foro, un impianto termale,
una basilica e un piccolissimo anfiteatro. Un Antiquarium illustra la genesi della
città ed espone i reperti rinvenuti nell’area. Non lontano sono stati scavati i resti
della villa dei Volusii, vasto complesso rurale della metà del I secolo a.C. (aperto
alle visite grazie ai Volontari del Touring Club Italiano).";;immagini/trasf_locus.webp;Principale;42,133194;12,596028;mappe-offline/Trasferimento
Trasferimento;INF4,3;Info / Contatto;4,3;Locus Feroniae;;📍 Indirizzo:Via Tiberina, Km 18,500 <br>📞 Tel. +3906 908 5173<br>🕒 Orari:dal martedì al sabato: dalle ore 8,30 alle ore 19,30 domenica e giorni festivi: dalle ore 8,30 alle ore 13,30 (pomeriggio chiuso)<br>🌐 Sito web: sabap-rm-met.beniculturali.it/it/292/lucus-feroniae;;;Info / Contatto;;;
Trasferimento;4,3,1;Monumento;4,3;3_1Villa Volusii;;"Appena fuori città, a 500 m. da Feronia, è emersa, come al solito per caso, durante i lavori di scavo dell'Autostrada del Sole, la villa dei Volusii Saturnini, una potente famiglia senatoria.
Il primo personaggio di cui si ha notizia è il pretore Quinto Volusio, personaggio noto a Cicerone, a cui si deve la prima edificazione della Villa nel 50 a.c
La villa fu ampliata dal figlio Lucio Volusio Saturnino, console nel 12 a.c., cui si dovettero le nuove decorazioni a mosaico e soprattutto l’ampliamento del settore signorile con la costruzione del gigantesco peristilio, al cui interno fu edificato un interessante lararium con le statue degli antenati. tra la media età augustea e la prima età tiberiana, dal 10 a.c. al 20 d.c..";"🏛️ Le due Fasi Costruttive & Tecniche Edilizie
Prima Fase (Periodo Repubblicano):

Focus: Nucleo centrale e parte signorile.

Aspetto: Lussuosa abitazione di campagna (villa d'otium), basata sul modello della domus urbana con terrazze e giardini.

Tecnica e pavimenti: Costruzioni in opus incertum; predominanza di mosaici policromi (a cassettoni, a cancellata con uccelli e fiori).

Seconda Fase:

Focus: Ristrutturazione parziale della zona residenziale e creazione del grande complesso servile.

Aspetto: Vasto complesso rurale e produttivo, fulcro di un grande latifondo a sfruttamento intensivo.

Tecnica e pavimenti: Costruzioni in opus reticulatum; predominanza di mosaici in bianco e nero.";immagini/trasf_locus_Villa_dei_Volusii.webp;Principale;;;
Trasferimento;4,3,1,1;Opera;4,3,1;3-1-1Zona signorile;;"Il nucleo centrale padronale si sviluppa attorno a un grande peristilio rettangolare (6 x 4 colonne tuscaniche in calcare) con un corridoio pavimentato in marmi colorati su fondo nero. Un passaggio unisce quest'area alla zona servile.

Tablinio (Sala da pranzo): Vasto ambiente a triplice ingresso; ha un vano di passaggio a sud e una sala a nord.

Oecus (Sala di soggiorno): Pavimentata in splendido opus sectile (marmi intarsiati).

Cubicoli (Stanze da letto) & Latrine: Si aprono direttamente sul peristilio.

Esedra: Divisa in due parti.

Area Produttiva Integrata: Ambienti adibiti a frantoio situati dietro i vani del lato Nord-Est.";;immagini/trasf_locus_peristilio.webp;Dettaglio;;;
Trasferimento;4,3,1,2;Opera;4,3,1;3_1_2Complesso servile;;"⛓️ Complesso Servile (Ergastulum)
Situato a nord e a est della villa signorile, vi si accedeva tramite una strada lastricata in basolato.

Struttura: Vastissimo peristilio con portici colonnati su tre lati e mezzo.

Alloggi: Circa 20 stanze con pavimento a nuda roccia, identificate come le cellette per le centinaia di schiavi del latifondo.

Servizi: All'estremità orientale si trova una latrina pavimentata in opus spicatum (mattoni a spina di pesce).";;immagini/trasf_locus_serv.webp;Dettaglio;;;
Trasferimento;4,3,1,3;Opera;4,3,1;3_1_3Il Larario;;"Situato al centro del lato più lungo, perfettamente in asse con l'ingresso della casa signorile.

Pavimento: Mosaico circolare in bianco e nero a motivo radiante, con un simbolo policromo della vita al centro.

Arredi sacri e celebrativi:

Altare di marmo con i simboli del sacerdozio familiare (albero sacro degli Arvali e lituo dell'Augure).

Tavola rotonda e sella (sedia) in stile neoattico con piedi di leone.

Bancone sul fondo per le statue degli antenati e le iscrizioni onorarie.";;immagini/trasf_locus_larario.webp;Dettaglio;;;
Trasferimento;4,3,1,4;Opera;4,3,1;3_1_4Hortus e Gymnasium;;"Situato ad ovest, rialzato rispetto alla Valle del Tevere (il nucleo della villa era ancora più in alto).

Struttura: Base dell'antico giardino con un criptoportico.

L'Esedra (Epoca Augustea): Grande struttura con tre nicchie che ospitavano tre sculture marmoree (un Eracle di stile scopadeo, un Menandro e un Euripide).

Funzione: Ricreare l'atmosfera del Gymnasium greco (esercizio fisico unito a passeggiate e conversazioni filosofiche).";;immagini/trasf_locus_hortus.webp;Dettaglio;;;
Trasferimento;4,4;Paese;4;Borgo Bainsizza;;;;;Principale;41,493889;12,827222;mappe-offline/Trasferimento
Velletri_dintorni;5;Percorso;;Borghi medievali Templari e Grandi Abbazie;;;itinerari/Velletri_dintorni-1.jpg, itinerari/Velletri_dintorni-2.jpg;;Principale;;;
Velletri_dintorni;5 partenza;Paese;5;0 Borgo Bainsizza;;;;;Principale;41,48192;12,79314;mappe-offline/Velletri_dintorni
Velletri_dintorni;5,1;Paese;5;1 Velletri;;;;;Principale;41,687258;12,778005;mappe-offline/Velletri_dintorni
Velletri_dintorni;INF5.1;Info / Contatto;5,1;ufficio informazioni;;📍 Indirizzo:Piazza Cesare Ottaviano Augusto 3<br>📞 Telefono: +39 06 961581 oppure 06 96158460<br>🕒 Orari:<br>🌐 Sito web: ;;;Info / Contatto;;;
Velletri_dintorni;5,1,1;Monumento;5,1;Fontana del Trivio;;"la fontana del Trivio, erroneamente attribuita al Bernini, molto prolifero nei dintorni. Questo errore non è casuale. Originariamente, infatti, la piazza doveva ospitare due fontane progettate dal Bernini, ma per motivi di costi si ripiegò sul progetto di Giovanni Battista Rainaldi che nel 1622 realizzò quest’opera. Creata in travertino è caratterizzata dalla presenza di statue barbute che sputano l’acqua all’interno della vasca centrale. Lungo il perimetro sono poi presenti una serie di vasche laterali.
La fontana del Trivio è alimentata dalle acque provenienti dal monte Artemisio";;immagini/velletri_fontana.webp;Dettaglio;;;
Velletri_dintorni;5,1,2;Monumento;5,1;Torre e Chiesa del Trivio;;"La torre del Trivio domina infatti piazza Cairoli e raggiunge i 50 metri di altezza. Risalente al 1353, venne costruita in stile Gotico Lombardo.
Sulla sua pianta quadrata si aprono quattro piani con bifore e monofore. Tra il secondo e il terzo piano ci sono delle piccole edicole con colonnine a spirale.
L’intera superficie della torre è in mattoni scuri, in parte ricoperti da maioliche gialle e verdi. La chiesa di Santa Maria del Trivio è più recente della torre. La sua costruzione venne infatti terminata nel 1759, nonostante una sua prima costruzione sia datata a metà del quattrocento.

La facciata è in stile classico, con sei lesene che sorreggono il timpano verticale. A completamento della facciata ci sono anche quattro nicchie e una serie di bassorilievi tra una lesena e l’altra.

Caratterizzata da una pianta a croce latina è dotata di una grande cupola. Purtroppo durante la seconda guerra mondiale riportò gravi danni che richiesero una parziale ricostruzione.";;immagini/velletri_torre.webp;Dettaglio;;;
Velletri_dintorni;5,1,3;Monumento;5,1;Municipio;;"Il municipio di Velletri è posto in una posizione panoramica sul centro e risale al cinquecento, anche se fu completato solamente nel 1720. L’architetto utilizzò uno stile che richiama quello impiegato per i Farnese.

La facciata che dà sulla piazza è a tre livelli, chiusa da un cornicione aggettante. Al piano terreno c’è un lungo portico con archi a tutto sesto, mentre al piano nobile ci sono vari uffici, tra cui la Sala del Consiglio con l’affresco Augusto e la profezia della Sibilla, facente parte di un ciclo di affreschi cinquecenteschi che narrano della vita di Ottaviano Augusto.";;immagini/velletri_municipio.webp;Dettaglio;;;
Velletri_dintorni;5,1,3,1;Opera;5,1,3;Museo civico archeologico;;Fin dalla sua istituzione, a fine ottocento, è in questa posizione. Inizialmente nasceva come antiquarium, ovvero luogo in cui conservare i reperti archeologici ritrovati in questi territori. Oggi dentro al museo c’è anche il celebre Sarcofago delle fatiche d’Ercole, databile al II secolo dopo Cristo e ritrovato nel 1955. Questo è conosciuto anche come Sarcofago di Velletri.;;immagini/velletri_sarcofago.webp;Dettaglio;;;
Velletri_dintorni;5,1,4;Monumento;5,1;Palazzo del delegato Apostolico;;"Di fronte al municipio di Velletri c’è il lungo palazzo del Delegato Apostolico, eretto nel 1832. Questo venne costruito da Gaspare Salvi nel momento in cui la città venne dichiarata Delegazione Apostolica da Gregorio XVI.

Sulla facciata del palazzo del Delegato Apostolico c’è la rappresentazione di papa Pio IX che riceve l’omaggio delle province pontificie dopo il suo ritorno dall’esilio di Gatea nel 1852. A sinistra ci sono la Spagna e Roma che si affidano a Napoli, rappresentate con la rocca e il leone di Castiglia, il Vesuvio e il molo di Napoli. Al centro la provincia di Velletri che accoglie il ponteficie. A destra la Francia e l’Austria che vigilano sullo Stato Pontificio e sulla Romagna, rappresentate con un gallo, un’aquila, il Tevere, la lupa, la cupola di San Pietro, il fiume Po e le torri di Bologna.

Sulla facciata ci sono anche alcuni stemmi, tra cui quello della città di Velletri.";;immagini/velletri_delegato.webp;Dettaglio;;;
Velletri_dintorni;5,1,5;Monumento;5,1;Cattedrale;;"la Cattedrale, oggi seicentesca ma con portale
rinascimentale (1512), venne fondata nel IV secolo sul sito di un tempio romano;
il ciborio dell’altare maggiore è sormontato da un’edicola cosmatesca (XIII secolo),
l’abside è ornata da affreschi trecenteschi e una coeva icona della Madonna delle
Grazie è custodita nell’ultima cappella a sinistra. ";;immagini/velletri_cattedrale.webp;Dettaglio;;;
Velletri_dintorni;5,1,5,1;Opera;5,1,5;Cripta;;"La parte più antica della chiesa è la cripta titolata ai Santi Eleuterio e Ponziano. Nel 1254 vennero spostate qui le reliquie di questi Santi e ciò diede il via ad importanti lavori sulla chiesa.

La cripta risale però all’XI secolo ed era inizialmente caratterizzata da una struttura a sala divisa in cinque navate, con il riutilizzo di colonne di spoglio. Quando vi furono portate le reliquie dei santi anche la cripta subì alcune modifiche, tra cui un innalzamento del piano pavimentale. Tra le decorazioni che vennero apportate in quel periodo ci furono anche due cicli pittorici, uno di inizio e uno di fine del duecento";;immagini/velletri_cripta.webp;Dettaglio;;;
Velletri_dintorni;5,1,1,2;Opera;5,1,5;Chiostro;;"Nel chiostro, il Museo
diocesano espone paramenti sacri, oreficerie e oggetti religiosi tra cui la preziosa
Croce Veliterna, reliquiario dell’XI-XII secolo in filigrana d’oro e smalti; spiccano tra
i dipinti due Madonne, una di Gentile da Fabriano (1426-27), l’altra di Antoniazzo
Romano (1486).";;immagini/velletri_chiostro.webp;Dettaglio;;;
Velletri_dintorni;5,1,6;Monumento;5,1;Porta napoletana;;"porta Napoletana. Ovviamente il suo nome è legato al fatto che immetteva alla strada rivolta verso Napoli, in direzione di Terracina, che rappresentava il confine meridionale dello Stato Pontificio.

Ultimata nel 1519, era inizialmente conosciuta come Porta del Vescovo, perché sorgeva proprio vicino agli edifici della Curia.

La parte centrale della porta Napoletana è quella originaria, a cui sono stati affiancati due massicci torrioni a base circolare, dotati di merlature sulle sommità.";;immagini/velletri_porta.webp;Dettaglio;;;
